Make,Colour,Odometer (KM),Doors,Price
Ford,gray,62737,6,"$18,578"
BMW,purple,60103,5,"$60,949"
Volvo,purple,2198,5,"$6,219"
Kia,black,19290,4,"$81,323"
Pontiac,olive,87399,6,"$29,204"
Saab,yellow,60064,6,"$34,187"
BMW,yellow,61104,5,"$77,670"
Cadillac,green,57064,7,"$9,806"
Chevrolet,maroon,53721,2,"$19,241"
Ford,aqua,44525,5,"$91,248"
Ford,silver,19919,4,"$59,407"
Chevrolet,yellow,76628,7,"$91,966"
GMC,fuchsia,7970,3,"$70,501"
Ford,olive,3012,4,"$11,162"
Jaguar,blue,55067,4,"$71,449"
Acura,blue,73344,2,"$42,804"
Nissan,white,9455,6,"$49,123"
Ford,black,23339,7,"$27,915"
Geo,gray,77467,2,"$51,756"
Toyota,yellow,88647,2,"$25,317"
Hyundai,teal,44904,3,"$35,744"
Chevrolet,silver,5652,2,"$23,564"
Chevrolet,aqua,5986,5,"$59,029"
Toyota,maroon,35660,6,"$35,182"
Lincoln,blue,48871,4,"$31,159"
Lamborghini,white,11920,6,"$74,455"
Toyota,lime,22112,5,"$27,185"
MAZDA,black,58832,7,"$13,050"
GMC,purple,7161,7,"$8,678"
GMC,white,16981,6,"$75,912"
Suzuki,fuchsia,89101,3,"$52,975"
Pontiac,fuchsia,33886,2,"$88,004"
Ford,gray,87723,6,"$48,739"
MINI,maroon,91520,6,"$9,825"
Lincoln,gray,85261,6,"$82,564"
Chevrolet,fuchsia,4638,5,"$57,555"
Lexus,fuchsia,67160,2,"$29,256"
Volvo,fuchsia,67453,6,"$55,507"
Chevrolet,maroon,72474,2,"$63,717"
Dodge,yellow,11336,7,"$1,927"
Mercedes-Benz,lime,71857,2,"$34,747"
Buick,aqua,86172,4,"$35,497"
Nissan,silver,84233,2,"$25,701"
GMC,teal,70674,6,"$96,345"
Pontiac,black,64809,7,"$73,527"
Ford,green,29356,7,"$40,578"
MAZDA,silver,5289,6,"$98,846"
Nissan,olive,70100,7,"$54,789"
Volvo,silver,97507,6,"$50,592"
Chevrolet,maroon,52777,7,"$49,883"
Toyota,teal,66410,7,"$11,090"
Nissan,fuchsia,49829,4,"$3,733"
Kia,lime,77438,4,"$97,796"
Dodge,aqua,10205,7,"$77,570"
Hyundai,fuchsia,63920,7,"$77,543"
Dodge,white,90527,6,"$74,737"
Ford,olive,61957,5,"$59,389"
Toyota,olive,85485,2,"$22,476"
Ford,blue,35150,3,"$38,941"
GMC,green,78624,5,"$80,745"
Lexus,black,52606,4,"$94,341"
Lexus,yellow,75100,4,"$26,355"
Nissan,olive,65531,7,"$24,896"
Toyota,yellow,28444,3,"$37,777"
Acura,fuchsia,50755,5,"$19,682"
Toyota,olive,8925,4,"$45,862"
Rolls-Royce,gray,95333,2,"$67,229"
Ford,olive,32322,3,"$54,933"
Mercury,gray,76510,4,"$90,849"
Nissan,teal,11964,4,"$32,079"
GMC,green,84961,6,"$48,913"
FIAT,blue,94509,3,"$89,523"
FIAT,maroon,94965,6,"$40,936"
Chrysler,green,85469,2,"$41,678"
Ford,teal,58034,2,"$88,678"
Chevrolet,fuchsia,71264,2,"$88,661"
Bentley,maroon,12231,4,"$60,235"
MAZDA,teal,98006,5,"$44,642"
Chrysler,teal,83206,6,"$22,959"
Jeep,green,99627,2,"$37,534"
Chevrolet,olive,79614,4,"$84,194"
Ford,blue,83477,2,"$53,907"
Nissan,yellow,34469,5,"$25,143"
Dodge,blue,6655,2,"$73,453"
Ford,lime,59936,2,"$30,997"
Honda,silver,8130,3,"$9,851"
Chevrolet,fuchsia,46549,3,"$54,220"
Nissan,olive,33940,2,"$48,856"
MAZDA,green,65760,6,"$6,498"
GMC,black,22061,5,"$2,292"
GMC,silver,61711,6,"$28,096"
Lincoln,olive,62265,2,"$12,235"
Mercedes-Benz,purple,56791,5,"$10,372"
GMC,yellow,83475,3,"$2,262"
Aston Martin,black,36824,3,"$50,098"
GMC,silver,91743,3,"$14,665"
Pontiac,white,38960,5,"$98,309"
BMW,gray,70619,5,"$42,766"
Dodge,black,61190,2,"$27,946"
Nissan,silver,5312,5,"$32,724"
MINI,navy,67892,6,"$78,661"
Hyundai,white,3533,2,"$5,679"
MAZDA,olive,41700,7,"$7,919"
Ford,gray,27502,4,"$21,369"
Jaguar,navy,58766,3,"$94,140"
Nissan,teal,12607,3,"$69,460"
Nissan,black,13514,2,"$74,318"
Ferrari,silver,82162,4,"$88,086"
Audi,purple,45934,5,"$8,669"
Ferrari,silver,26332,4,"$66,426"
MAZDA,blue,62987,2,"$38,180"
Chevrolet,black,42357,4,"$24,797"
Maybach,purple,91272,5,"$33,533"
Audi,white,93486,3,"$61,743"
INFINITI,white,44893,6,"$38,841"
Cadillac,purple,92985,7,"$74,493"
MAZDA,green,18372,5,"$94,603"
Genesis,white,39780,6,"$97,786"
Ferrari,white,94519,6,"$58,622"
Plymouth,yellow,36535,6,"$11,532"
Chevrolet,green,83770,6,"$87,900"
Chevrolet,navy,70063,7,"$92,675"
GMC,gray,80791,2,"$52,457"
Maserati,yellow,33015,6,"$92,604"
Chrysler,silver,93758,5,"$57,507"
Porsche,lime,24652,5,"$61,699"
Buick,purple,73652,3,"$29,364"
GMC,lime,20675,5,"$29,125"
Chevrolet,aqua,20968,2,"$41,436"
Nissan,olive,40577,2,"$1,903"
Jeep,teal,44106,5,"$18,878"
Ford,green,45702,4,"$50,788"
GMC,fuchsia,52473,2,"$8,753"
Chrysler,black,48094,2,"$50,048"
Dodge,silver,94112,7,"$93,078"
Jaguar,aqua,30331,4,"$54,885"
Chrysler,purple,23037,5,"$97,829"
Freightliner,black,77085,7,"$33,115"
GMC,gray,48158,7,"$93,447"
Isuzu,green,42727,7,"$87,519"
Nissan,green,60897,5,"$38,500"
Isuzu,black,94362,3,"$16,002"
Porsche,aqua,37393,6,"$45,708"
Ford,teal,54140,3,"$31,250"
Nissan,yellow,80180,6,"$34,500"
Volkswagen,teal,41295,7,"$4,440"
Chevrolet,fuchsia,72596,6,"$31,728"
Chevrolet,maroon,22936,2,"$28,279"
Ford,olive,13868,2,"$40,506"
Subaru,silver,30697,7,"$59,978"
Volkswagen,yellow,7926,7,"$4,165"
Saab,yellow,62723,3,"$65,558"
Toyota,fuchsia,70966,3,"$39,369"
Mercedes-Benz,navy,44985,4,"$57,458"
Mercedes-Benz,yellow,39811,6,"$21,522"
Plymouth,teal,44163,4,"$59,374"
Volvo,navy,13509,6,"$40,323"
Volkswagen,navy,84021,3,"$60,317"
Mitsubishi,gray,17192,4,"$47,526"
GMC,maroon,37895,6,"$92,644"
Acura,teal,57464,3,"$5,676"
Ford,gray,18942,2,"$74,910"
Mitsubishi,maroon,69417,2,"$74,645"
Freightliner,teal,47992,5,"$97,441"
INFINITI,green,67397,2,"$56,224"
Lexus,olive,56007,4,"$67,668"
Hyundai,olive,17802,7,"$92,032"
Kia,teal,22168,6,"$76,257"
Volkswagen,gray,39912,5,"$74,520"
GMC,yellow,64397,3,"$87,754"
Hyundai,navy,62264,2,"$39,630"
Ford,fuchsia,67487,5,"$42,517"
Suzuki,purple,24766,3,"$86,783"
Ford,navy,17971,3,"$21,023"
Hyundai,blue,71337,5,"$78,890"
Chevrolet,teal,13556,3,"$97,813"
MINI,black,6980,3,"$61,191"
Chevrolet,blue,58941,6,"$48,729"
Nissan,black,11648,4,"$78,778"
Toyota,white,93191,7,"$59,659"
Chevrolet,yellow,39135,3,"$78,719"
Mercury,olive,23398,7,"$83,009"
Chrysler,purple,75910,3,"$63,013"
Lotus,silver,49153,4,"$2,669"
Toyota,navy,49377,5,"$18,771"
Chevrolet,yellow,19691,2,"$24,602"
GMC,teal,27990,2,"$45,644"
Toyota,green,2673,4,"$35,563"
Subaru,aqua,53976,4,"$72,714"
Chevrolet,white,1301,4,"$71,783"
Nissan,lime,74007,6,"$42,366"
Lexus,white,16552,4,"$41,889"
Ford,white,14092,5,"$95,951"
Dodge,olive,65550,7,"$18,435"
Ford,yellow,32547,7,"$27,945"
Pontiac,olive,24960,7,"$73,947"
Volvo,silver,23344,2,"$45,746"
Nissan,navy,95937,4,"$44,009"
Ford,fuchsia,78055,2,"$17,571"
Lincoln,yellow,35182,5,"$42,987"
GMC,white,16132,6,"$80,102"
Subaru,aqua,37931,2,"$48,258"
Jaguar,yellow,56774,2,"$79,154"
Mercedes-Benz,aqua,51487,2,"$60,385"
Mercury,silver,53662,7,"$62,600"
Hyundai,black,62240,5,"$29,113"
Chrysler,navy,9694,4,"$60,413"
Audi,yellow,91561,3,"$38,320"
Plymouth,olive,14636,2,"$27,285"
Maserati,maroon,54446,2,"$61,337"
Subaru,fuchsia,55463,2,"$31,591"
Isuzu,black,7844,7,"$44,778"
Chevrolet,black,68205,6,"$9,825"
MAZDA,fuchsia,27734,4,"$87,359"
Ford,navy,39276,2,"$54,398"
Audi,navy,19590,4,"$38,491"
Isuzu,gray,38321,6,"$54,944"
Chevrolet,navy,6144,4,"$8,435"
Toyota,black,15701,3,"$10,886"
Lincoln,teal,16361,4,"$29,799"
MAZDA,white,62984,6,"$99,723"
Saab,purple,28541,4,"$5,816"
Chrysler,teal,9490,7,"$68,391"
Toyota,aqua,6278,4,"$68,581"
Ford,lime,79998,7,"$31,200"
Dodge,fuchsia,19814,5,"$14,338"
Audi,fuchsia,45341,7,"$56,480"
GMC,olive,51004,7,"$9,912"
Chevrolet,silver,4439,2,"$38,345"
Chevrolet,white,64314,3,"$46,559"
FIAT,lime,78662,4,"$12,835"
GMC,lime,27821,4,"$79,073"
Porsche,maroon,10143,5,"$28,142"
Nissan,silver,5015,7,"$90,776"
Dodge,gray,26969,2,"$99,051"
Eagle,gray,83535,7,"$58,766"
Subaru,silver,20534,4,"$61,240"
BMW,navy,39205,2,"$46,321"
BMW,navy,14543,6,"$27,191"
Mercedes-Benz,teal,36927,2,"$10,936"
GMC,aqua,7248,6,"$5,765"
Jeep,green,40051,3,"$95,911"
Plymouth,silver,24705,5,"$73,435"
Audi,black,59404,2,"$80,011"
Ford,olive,89516,6,"$91,566"
Alfa Romeo,fuchsia,67574,7,"$12,033"
Acura,green,42204,6,"$19,545"
GMC,teal,35523,4,"$19,125"
Acura,purple,80983,7,"$50,753"
Ford,teal,98063,3,"$49,862"
Ford,gray,2982,6,"$58,767"
Honda,teal,55408,5,"$85,620"
Lincoln,silver,91881,4,"$1,388"
GMC,silver,21826,4,"$68,125"
Chevrolet,olive,95074,3,"$82,575"
Dodge,white,86614,3,"$99,730"
Lincoln,gray,37775,6,"$67,874"
Dodge,black,40377,4,"$94,013"
Dodge,blue,22221,5,"$88,291"
Chrysler,aqua,4556,6,"$77,415"
Ford,fuchsia,37423,5,"$26,928"
Aston Martin,maroon,63605,4,"$86,349"
Ford,black,65433,4,"$23,624"
Chevrolet,maroon,65812,3,"$23,302"
Alfa Romeo,maroon,71466,7,"$50,548"
Dodge,lime,94415,7,"$39,483"
Kia,yellow,71224,3,"$97,516"
Jeep,aqua,58637,2,"$63,706"
Chevrolet,black,77898,2,"$88,150"
Chrysler,white,84969,3,"$57,760"
Oldsmobile,aqua,8277,2,"$71,982"
Hyundai,fuchsia,70713,3,"$50,208"
Dodge,purple,96671,4,"$75,092"
Ford,maroon,86058,2,"$34,676"
BMW,olive,43824,6,"$68,558"
GMC,gray,22729,5,"$35,380"
Honda,teal,21064,3,"$39,920"
Acura,blue,4981,5,"$94,365"
Land Rover,black,92664,7,"$64,688"
Hyundai,silver,9850,3,"$18,338"
Toyota,green,45871,2,"$82,912"
Dodge,maroon,6437,4,"$36,008"
Land Rover,aqua,17924,4,"$74,494"
Mercedes-Benz,navy,24767,2,"$91,764"
Honda,blue,80695,3,"$28,818"
Nissan,purple,99511,5,"$56,269"
Mercury,lime,33607,6,"$91,341"
Toyota,yellow,76884,2,"$6,688"
Ram,black,34081,3,"$95,554"
Chrysler,blue,48981,3,"$21,828"
BMW,lime,45741,6,"$64,785"
MINI,fuchsia,33102,2,"$4,269"
Lincoln,aqua,12947,2,"$49,628"
Buick,yellow,58802,4,"$66,547"
Nissan,black,77607,2,"$87,790"
Chevrolet,blue,34036,6,"$19,646"
Mercedes-Benz,fuchsia,95473,5,"$90,310"
Toyota,white,53412,4,"$62,580"
MAZDA,yellow,10087,4,"$85,490"
GMC,gray,3866,2,"$87,631"
Scion,blue,96635,4,"$42,971"
Toyota,maroon,50754,2,"$64,740"
BMW,black,70663,3,"$91,710"
Audi,white,24527,7,"$27,197"
Toyota,yellow,5795,2,"$84,049"
GMC,fuchsia,48927,2,"$88,866"
Hyundai,blue,49175,3,"$2,857"
Mercedes-Benz,lime,83617,4,"$16,636"
Geo,olive,30089,5,"$52,829"
Nissan,yellow,3317,4,"$15,766"
Ram,navy,58858,2,"$99,988"
Ford,fuchsia,20026,4,"$43,016"
Volvo,olive,97318,7,"$19,746"
Mercury,aqua,83674,3,"$97,992"
BMW,lime,58708,4,"$12,829"
Oldsmobile,gray,19579,3,"$38,380"
Audi,lime,4081,2,"$6,047"
Ford,fuchsia,6640,5,"$7,027"
Buick,maroon,76205,4,"$73,164"
Lexus,purple,11787,7,"$15,077"
Lexus,teal,83394,3,"$64,879"
GMC,olive,99138,2,"$60,571"
Saab,fuchsia,30491,3,"$37,115"
Toyota,fuchsia,5591,2,"$19,253"
Chevrolet,teal,49036,4,"$47,200"
Dodge,yellow,68398,3,"$22,317"
Chevrolet,purple,47334,4,"$9,451"
Mitsubishi,aqua,80477,2,"$3,252"
Ford,olive,51238,5,"$88,472"
Mercedes-Benz,olive,42709,6,"$70,350"
Chevrolet,black,95600,5,"$40,019"
Hyundai,green,74735,2,"$93,998"
Ford,blue,75788,6,"$18,808"
Acura,white,70418,3,"$74,767"
Mercedes-Benz,teal,9692,5,"$89,263"
Dodge,fuchsia,21379,6,"$99,644"
Toyota,navy,32090,7,"$79,192"
Volvo,navy,28872,3,"$94,646"
Mercury,fuchsia,55265,2,"$55,681"
Lexus,fuchsia,83725,3,"$6,518"
Maserati,navy,73016,7,"$90,755"
GMC,blue,39003,3,"$70,547"
Ram,navy,78217,7,"$35,333"
Ford,fuchsia,81670,6,"$87,228"
Mercedes-Benz,maroon,74484,5,"$49,026"
Aston Martin,blue,2474,2,"$91,109"
Lexus,silver,83463,5,"$93,810"
Hyundai,silver,88198,2,"$79,187"
Ford,gray,75845,2,"$38,332"
Mitsubishi,aqua,42414,6,"$10,589"
MINI,yellow,72210,7,"$72,517"
Hyundai,fuchsia,69134,6,"$78,456"
Mitsubishi,blue,38943,6,"$89,514"
Chevrolet,white,99653,4,"$81,215"
Kia,gray,3970,5,"$11,899"
Chevrolet,silver,75489,2,"$24,299"
Ford,black,80971,5,"$4,354"
Jaguar,purple,54982,6,"$94,806"
Lincoln,navy,79536,6,"$2,053"
Acura,blue,56636,6,"$81,588"
Mercedes-Benz,gray,67969,5,"$67,511"
GMC,yellow,10307,3,"$82,246"
Pontiac,gray,76591,3,"$13,368"
Volkswagen,yellow,14214,2,"$85,103"
Ford,black,17790,5,"$50,991"
Lamborghini,fuchsia,5851,5,"$68,226"
Dodge,purple,25229,2,"$25,020"
INFINITI,teal,71316,3,"$82,791"
Jaguar,aqua,6199,7,"$89,099"
Nissan,olive,69753,7,"$21,532"
Volkswagen,purple,40124,7,"$45,083"
Acura,teal,42826,7,"$46,632"
Bentley,lime,5396,3,"$47,332"
Ford,olive,96100,6,"$84,316"
Subaru,silver,80150,5,"$40,250"
Nissan,olive,99422,3,"$44,893"
Honda,aqua,37538,6,"$54,233"
Mercury,fuchsia,84001,5,"$72,252"
Mercury,lime,52713,4,"$32,786"
Ford,teal,68658,4,"$3,782"
Aston Martin,teal,37372,5,"$52,952"
BMW,white,48865,6,"$87,606"
Toyota,navy,33241,7,"$75,178"
Toyota,white,73305,2,"$78,852"
Honda,white,80649,2,"$68,001"
Mercedes-Benz,silver,44103,3,"$38,756"
Ford,black,96718,6,"$4,198"
Ford,white,33952,5,"$38,308"
GMC,yellow,9803,2,"$94,423"
Maybach,fuchsia,91544,6,"$27,971"
Lincoln,maroon,28808,5,"$23,976"
Toyota,fuchsia,40082,4,"$63,493"
GMC,black,49067,7,"$73,933"
Toyota,white,67576,2,"$78,808"
Chevrolet,teal,17044,6,"$77,575"
Hyundai,purple,46274,2,"$75,785"
Chevrolet,teal,82639,5,"$89,336"
Mercedes-Benz,navy,37606,2,"$37,949"
BMW,purple,99325,2,"$97,791"
Mercedes-Benz,silver,64917,5,"$81,907"
Pontiac,maroon,33305,2,"$57,886"
Chevrolet,maroon,7259,2,"$18,704"
Lexus,white,5049,4,"$78,330"
Kia,lime,43578,7,"$95,505"
Toyota,white,70811,4,"$76,016"
Toyota,white,58630,5,"$26,361"
GMC,black,9919,3,"$58,858"
Honda,olive,56327,2,"$34,696"
Ford,purple,31500,2,"$49,458"
Saab,fuchsia,50640,5,"$92,514"
Kia,olive,47252,5,"$56,962"
GMC,yellow,73581,6,"$68,801"
Chevrolet,teal,63367,5,"$8,125"
Ford,aqua,75473,3,"$24,155"
Mercedes-Benz,silver,42607,7,"$20,701"
Toyota,lime,10209,6,"$27,258"
Dodge,olive,60331,6,"$97,938"
Ford,green,79395,4,"$96,279"
Lexus,teal,70353,2,"$43,601"
INFINITI,white,92458,2,"$55,716"
Dodge,teal,31259,7,"$93,993"
Audi,silver,90429,7,"$95,606"
Chrysler,blue,24197,7,"$33,448"
Jaguar,white,37380,5,"$23,184"
Nissan,black,67906,3,"$19,613"
Nissan,lime,9598,7,"$55,939"
Nissan,white,4285,5,"$24,885"
Volkswagen,navy,98438,2,"$81,138"
BMW,maroon,15428,3,"$77,060"
GMC,navy,16961,4,"$84,072"
Porsche,navy,51878,6,"$76,975"
Nissan,olive,42010,2,"$83,834"
Audi,navy,72344,3,"$72,491"
Chevrolet,white,84630,5,"$7,927"
BMW,gray,20051,3,"$92,417"
Honda,gray,38260,2,"$85,863"
Mitsubishi,purple,68537,5,"$72,906"
Chevrolet,teal,38751,3,"$79,577"
Porsche,teal,28940,4,"$69,558"
Dodge,purple,55916,2,"$28,854"
Volkswagen,blue,56357,6,"$10,607"
Honda,white,42178,2,"$45,873"
Volkswagen,gray,99104,4,"$43,771"
Ford,silver,18769,2,"$50,610"
Audi,teal,81071,2,"$92,599"
Subaru,maroon,40993,3,"$25,710"
Kia,aqua,59623,2,"$10,267"
Nissan,olive,45865,5,"$40,789"
Kia,yellow,85381,4,"$52,742"
BMW,silver,22628,5,"$88,450"
Land Rover,white,8803,5,"$2,464"
Lexus,gray,44500,5,"$57,138"
MAZDA,white,67492,2,"$41,905"
Freightliner,maroon,74840,2,"$87,315"
Volvo,aqua,62663,5,"$25,447"
Dodge,fuchsia,17844,7,"$80,919"
Suzuki,gray,15828,6,"$96,875"
GMC,blue,63000,7,"$32,326"
GMC,fuchsia,73821,5,"$29,060"
Volvo,fuchsia,98906,7,"$52,445"
Land Rover,blue,71321,3,"$47,291"
Toyota,gray,58591,6,"$30,890"
Chevrolet,maroon,21109,7,"$98,638"
Ford,silver,34905,6,"$33,450"
Ford,purple,35933,3,"$52,187"
Nissan,teal,55365,7,"$75,588"
Toyota,maroon,88940,7,"$25,994"
Porsche,teal,64718,6,"$84,218"
Subaru,blue,68715,5,"$37,255"
Volvo,teal,32046,6,"$20,872"
Subaru,blue,69705,2,"$75,931"
Aston Martin,teal,55842,4,"$60,074"
Land Rover,aqua,75879,6,"$76,768"
Dodge,yellow,53207,3,"$14,419"
Chevrolet,blue,28655,2,"$37,106"
Ford,black,61173,2,"$69,262"
Suzuki,gray,57376,3,"$39,590"
MINI,yellow,37370,5,"$90,066"
Rolls-Royce,silver,26092,6,"$36,531"
Volkswagen,maroon,12536,4,"$5,579"
GMC,fuchsia,34766,7,"$86,850"
Mercedes-Benz,black,57479,2,"$80,792"
Lexus,gray,27770,5,"$56,166"
Audi,maroon,93173,5,"$69,696"
Acura,navy,21496,7,"$48,511"
Ford,black,1204,2,"$26,712"
Toyota,teal,98914,4,"$90,019"
Bentley,teal,98140,5,"$32,465"
Lexus,yellow,75452,5,"$26,169"
BMW,green,55043,4,"$82,385"
Chevrolet,navy,30690,7,"$43,339"
Chrysler,olive,41766,4,"$88,585"
Mercedes-Benz,teal,72279,6,"$25,468"
Mercedes-Benz,blue,51682,4,"$4,235"
Hyundai,teal,8466,2,"$65,362"
Lincoln,lime,71902,5,"$70,639"
Nissan,maroon,73400,6,"$73,219"
BMW,lime,97531,6,"$37,120"
Volkswagen,aqua,17202,5,"$30,692"
GMC,white,17392,5,"$94,154"
Chevrolet,purple,38958,5,"$18,522"
Buick,aqua,12208,3,"$59,796"
Nissan,fuchsia,31168,3,"$75,920"
Suzuki,maroon,50637,4,"$5,757"
Dodge,olive,57987,6,"$52,887"
Chevrolet,yellow,32857,3,"$65,003"
Toyota,silver,25989,3,"$70,658"
Acura,fuchsia,41126,6,"$3,724"
Chevrolet,teal,29305,4,"$22,448"
Jeep,aqua,8184,3,"$60,938"
BMW,olive,59398,4,"$11,762"
Chevrolet,navy,13615,3,"$96,345"
INFINITI,black,15956,7,"$83,248"
GMC,purple,43741,2,"$92,027"
Volkswagen,green,68290,7,"$13,151"
GMC,yellow,42053,7,"$98,622"
Pontiac,black,97245,7,"$24,685"
Mercedes-Benz,blue,37823,6,"$93,050"
Lexus,teal,42112,2,"$21,185"
Toyota,silver,38972,2,"$39,087"
Audi,green,73053,2,"$78,732"
Land Rover,olive,43958,4,"$1,594"
Tesla,olive,86737,3,"$80,684"
Hyundai,fuchsia,4844,2,"$30,406"
Scion,fuchsia,68701,5,"$49,779"
Nissan,gray,57556,3,"$19,255"
Audi,maroon,37666,5,"$50,195"
Ford,blue,73622,2,"$32,742"
Jeep,white,56594,4,"$74,431"
Nissan,teal,96274,6,"$80,209"
MAZDA,teal,28654,7,"$26,659"
Ford,black,29944,3,"$21,432"
Jeep,yellow,45940,7,"$86,520"
Porsche,silver,2232,7,"$28,737"
INFINITI,purple,57611,2,"$37,803"
Chevrolet,gray,66177,6,"$89,653"
Plymouth,purple,57926,6,"$60,670"
Hyundai,purple,4343,4,"$30,894"
Nissan,blue,14401,7,"$62,952"
Audi,white,9636,5,"$33,514"
Ford,navy,39856,2,"$11,047"
Toyota,navy,29681,7,"$77,528"
Ford,aqua,45345,5,"$3,220"
Chevrolet,green,17627,3,"$14,024"
BMW,olive,48349,3,"$41,696"
GMC,purple,65342,5,"$99,317"
BMW,blue,38001,7,"$98,405"
Ram,lime,10218,7,"$91,496"
Nissan,silver,63181,7,"$94,860"
Isuzu,green,1205,4,"$84,929"
Volkswagen,lime,95077,2,"$61,485"
INFINITI,white,47806,3,"$97,644"
Plymouth,navy,16226,3,"$22,317"
Dodge,aqua,17455,3,"$20,876"
Toyota,silver,65271,6,"$44,308"
Ford,fuchsia,34673,5,"$83,658"
GMC,silver,64113,5,"$8,128"
Volkswagen,lime,27463,6,"$43,854"
Ram,purple,16746,6,"$42,458"
Honda,black,87769,6,"$43,498"
Mercedes-Benz,purple,63391,7,"$41,638"
Volkswagen,purple,68413,4,"$85,938"
Nissan,teal,9927,6,"$28,594"
BMW,lime,49304,7,"$52,683"
BMW,white,75637,4,"$9,286"
Toyota,maroon,42097,6,"$97,342"
Daewoo,purple,15441,5,"$24,899"
Aston Martin,black,51147,3,"$83,595"
Land Rover,black,20158,7,"$10,638"
Volvo,fuchsia,98811,4,"$90,506"
Ford,maroon,91182,4,"$93,884"
Aston Martin,black,64219,7,"$19,654"
Isuzu,green,78193,6,"$58,071"
Lincoln,gray,41733,7,"$61,676"
Volvo,silver,54389,7,"$82,879"
Volkswagen,green,33084,7,"$2,786"
Audi,yellow,50229,4,"$8,865"
Ford,lime,32240,6,"$92,030"
Subaru,black,29541,6,"$62,146"
Ford,olive,34083,3,"$18,443"
Acura,green,4267,2,"$84,394"
Ford,black,58130,6,"$77,927"
Volvo,fuchsia,77239,3,"$32,446"
GMC,navy,21759,4,"$61,155"
Freightliner,blue,56032,3,"$7,584"
MAZDA,maroon,9368,5,"$93,622"
Ram,gray,83962,4,"$15,564"
Volvo,maroon,50991,4,"$30,023"
Saturn,olive,37162,6,"$94,382"
Ford,fuchsia,96526,3,"$10,918"
Subaru,navy,70504,2,"$92,222"
Nissan,aqua,11353,7,"$95,241"
Lincoln,olive,33081,6,"$91,626"
Ram,teal,2044,4,"$97,142"
Buick,teal,42228,6,"$50,211"
Dodge,fuchsia,8935,6,"$5,452"
Toyota,silver,69564,7,"$83,059"
Ford,white,84315,5,"$50,867"
Jeep,silver,25461,6,"$39,482"
Ford,white,86141,5,"$80,078"
Chevrolet,black,93367,2,"$3,436"
Ferrari,fuchsia,43833,7,"$10,572"
GMC,black,45080,7,"$69,498"
Dodge,navy,79129,3,"$89,208"
Hyundai,green,44585,7,"$38,542"
Freightliner,gray,82889,2,"$72,641"
Buick,green,33248,7,"$39,035"
Ford,olive,97786,4,"$45,066"
GMC,blue,9079,3,"$97,167"
Ford,lime,11829,5,"$43,558"
Chrysler,navy,20795,2,"$14,613"
Mercedes-Benz,teal,60660,6,"$33,354"
GMC,aqua,28821,2,"$56,231"
Dodge,olive,35780,6,"$27,174"
GMC,green,88420,6,"$71,691"
FIAT,silver,93957,5,"$6,959"
Chevrolet,green,9935,4,"$5,369"
Toyota,fuchsia,31755,5,"$95,917"
Acura,white,28724,4,"$57,253"
Hyundai,blue,54340,2,"$20,590"
MAZDA,teal,51029,2,"$40,260"
MAZDA,olive,34695,3,"$56,327"
Audi,teal,35585,6,"$66,771"
Mercedes-Benz,yellow,88989,6,"$81,532"
Chevrolet,black,79335,5,"$31,937"
Lotus,green,70378,7,"$39,672"
Ford,aqua,95211,4,"$86,459"
Saturn,black,77741,2,"$37,449"
Volkswagen,maroon,44237,3,"$94,431"
GMC,black,80429,3,"$69,220"
Dodge,purple,55657,5,"$33,226"
Scion,navy,20931,4,"$26,552"
Mercedes-Benz,green,49614,4,"$72,542"
Mercedes-Benz,black,96499,5,"$54,284"
Nissan,blue,95066,2,"$88,842"
Chevrolet,white,67564,7,"$64,940"
Acura,white,65692,6,"$92,685"
Toyota,black,81250,7,"$23,848"
Ford,yellow,68023,7,"$76,050"
Ford,blue,96063,6,"$55,757"
Hyundai,silver,93702,7,"$94,998"
Mercedes-Benz,purple,12607,4,"$15,099"
Rolls-Royce,fuchsia,84485,4,"$72,870"
Ford,gray,89070,3,"$92,405"
Chevrolet,aqua,8588,7,"$4,624"
Volkswagen,maroon,47241,2,"$16,721"
Subaru,white,48065,3,"$52,357"
BMW,green,47561,5,"$79,217"
Mercedes-Benz,lime,47471,2,"$45,339"
Ferrari,teal,30002,7,"$34,129"
Mercury,purple,74704,3,"$74,418"
MINI,silver,90706,7,"$5,874"
Nissan,blue,22203,3,"$69,621"
Lincoln,maroon,82564,7,"$37,434"
Volkswagen,white,58236,5,"$97,658"
Mercedes-Benz,gray,7878,5,"$75,121"
Honda,gray,49049,3,"$75,936"
Ford,aqua,36530,6,"$42,151"
BMW,olive,71283,5,"$66,821"
Hyundai,olive,31471,7,"$46,765"
Chevrolet,green,25951,6,"$78,632"
Chevrolet,green,43854,3,"$78,080"
Acura,yellow,10479,5,"$92,383"
Dodge,purple,45558,2,"$33,351"
GMC,lime,90164,7,"$98,280"
Nissan,yellow,37123,6,"$61,283"
MAZDA,teal,24154,4,"$1,395"
GMC,maroon,18146,4,"$26,717"
Dodge,silver,38787,2,"$7,715"
Saturn,black,32630,4,"$65,524"
Toyota,lime,15214,5,"$12,359"
Chrysler,yellow,86756,5,"$98,919"
Toyota,white,61779,7,"$43,092"
Volvo,purple,51500,6,"$79,868"
BMW,navy,92173,6,"$79,055"
Honda,fuchsia,50770,5,"$78,200"
Toyota,yellow,95074,7,"$4,267"
Nissan,green,58103,7,"$34,692"
